trial,allocationLeft,allocationRight,left,time,task,evalPeriod,stockAllocation,n_trial,usertoken,treatment,mturker,dv,eval_period_normalized
0,40,60,stocks,2021-03-17T17:09:44Z,task2,1,40,8,tPX21tz0,barchart,non-master,0.6990419999999999,-0.4666666666666667
0,0,100,bonds,2021-03-17T17:09:42Z,task2,30,100,8,Wx6qtrFR,density,non-master,0.995022,0.5
0,65,35,bonds,2021-03-17T17:18:46Z,task2,30,35,8,xjaSiYlq,dotplot,non-master,0.674377,0.5
0,100,0,bonds,2021-03-17T17:25:50Z,task2,1,0,8,BdNwuYY3,dotplot,non-master,0.501722,-0.4666666666666667
0,100,0,stocks,2021-03-17T17:35:58Z,task2,30,100,8,gkKtpet7,table,non-master,0.995022,0.5
0,10,90,stocks,2021-03-17T17:39:00Z,task2,30,10,8,GbheV3mJ,density,non-master,0.551052,0.5
0,80,20,stocks,2021-03-17T17:31:42Z,task2,30,80,8,g88DapTc,hopsdist,non-master,0.896362,0.5
0,55,45,bonds,2021-03-17T17:40:43Z,task2,1,45,8,eMUmMQGE,point,non-master,0.723707,-0.4666666666666667
0,90,10,stocks,2021-03-17T17:55:29Z,task2,30,90,8,B2HV6UdE,density,non-master,0.945692,0.5
0,75,25,bonds,2021-03-17T18:00:55Z,task2,1,25,8,5WKDa2Ef,table,non-master,0.625047,-0.4666666666666667
0,25,75,stocks,2021-03-17T18:02:06Z,task2,1,25,8,nJAP5Ncc,barchart,non-master,0.625047,-0.4666666666666667
0,0,100,stocks,2021-03-17T18:04:10Z,task2,1,0,8,49IVMYWn,point,non-master,0.501722,-0.4666666666666667
0,0,100,stocks,2021-03-17T18:05:07Z,task2,1,0,8,IsnM1aVU,hops,non-master,0.501722,-0.4666666666666667
0,55,45,bonds,2021-03-17T21:00:42Z,task2,30,45,8,DxOS1qMI,table,non-master,0.723707,0.5
0,100,0,stocks,2021-03-17T20:56:15Z,task2,1,100,8,FV3btokM,point,non-master,0.995022,-0.4666666666666667
0,45,55,bonds,2021-03-17T20:56:15Z,task2,1,55,8,LxXewOKB,dotplot,non-master,0.773037,-0.4666666666666667
0,0,100,stocks,2021-03-17T20:59:35Z,task2,30,0,8,oUs9Mfce,dotplot,non-master,0.501722,0.5
0,65,35,stocks,2021-03-17T21:14:21Z,task2,30,65,8,f4xt2odB,point,non-master,0.8223670000000001,0.5
0,60,40,stocks,2021-03-17T21:06:09Z,task2,1,60,8,7VJnbhrH,hopsdist,non-master,0.797702,-0.4666666666666667
0,58,42,bonds,2021-03-17T21:01:14Z,task2,30,42,8,RGkwBCD7,hops,non-master,0.708908,0.5
0,40,60,stocks,2021-03-17T21:02:41Z,task2,30,40,8,xIEzpaRA,interval,non-master,0.6990419999999999,0.5
0,100,0,stocks,2021-03-17T21:09:27Z,task2,30,100,8,NYIo95xY,table,non-master,0.995022,0.5
0,40,60,bonds,2021-03-17T21:12:01Z,task2,1,60,8,GkcZEM1X,table,non-master,0.797702,-0.4666666666666667
0,0,100,stocks,2021-03-17T21:19:59Z,task2,1,0,8,qrOdbxJw,dotplot,non-master,0.501722,-0.4666666666666667
0,0,100,stocks,2021-03-17T21:45:02Z,task2,1,0,8,biD53yQS,dotplot,non-master,0.501722,-0.4666666666666667
0,75,25,stocks,2021-03-17T21:55:56Z,task2,30,75,8,FCqfkdPd,dotplot,non-master,0.8716969999999999,0.5
0,65,35,stocks,2021-03-17T21:56:23Z,task2,1,65,8,5DZhfrMX,interval,non-master,0.8223670000000001,-0.4666666666666667
0,20,80,bonds,2021-03-17T22:01:25Z,task2,30,80,8,TLjfV7aD,hopsdist,non-master,0.896362,0.5
0,30,70,bonds,2021-03-17T22:19:33Z,task2,1,70,8,CiXTsREp,density,non-master,0.847032,-0.4666666666666667
0,60,40,bonds,2021-03-17T22:26:12Z,task2,30,40,8,IhtyQEo6,density,non-master,0.6990419999999999,0.5
0,70,30,stocks,2021-03-17T22:51:23Z,task2,30,70,8,DONO5fOK,point,non-master,0.847032,0.5
0,80,20,stocks,2021-03-18T01:04:52Z,task2,30,80,8,wk2kZpQp,barchart,non-master,0.896362,0.5
0,100,0,bonds,2021-03-18T01:05:48Z,task2,1,0,8,2rMOynRc,interval,non-master,0.501722,-0.4666666666666667
0,0,100,bonds,2021-03-18T01:07:31Z,task2,30,100,8,RJ0yK39m,hopsdist,non-master,0.995022,0.5
0,46,54,stocks,2021-03-18T01:20:53Z,task2,1,46,8,aLzBpinz,barchart,non-master,0.72864,-0.4666666666666667
0,100,0,stocks,2021-03-18T01:19:37Z,task2,30,100,8,LvaztNSx,interval,non-master,0.995022,0.5
0,40,60,stocks,2021-03-18T01:14:20Z,task2,1,40,8,Rxuytkvq,barchart,non-master,0.6990419999999999,-0.4666666666666667
0,70,30,stocks,2021-03-18T01:19:50Z,task2,1,70,8,yTxbkwCa,interval,non-master,0.847032,-0.4666666666666667
0,10,90,stocks,2021-03-18T01:21:59Z,task2,30,10,8,3a63mASS,hopsdist,non-master,0.551052,0.5
0,15,85,stocks,2021-03-18T01:21:40Z,task2,1,15,8,hnADzc3k,hopsdist,non-master,0.575717,-0.4666666666666667
0,100,0,stocks,2021-03-18T01:22:25Z,task2,30,100,8,mxVQAeko,barchart,non-master,0.995022,0.5
0,78,22,stocks,2021-03-18T01:31:13Z,task2,1,78,8,azCvgawo,interval,non-master,0.886496,-0.4666666666666667
0,75,25,bonds,2021-03-18T01:45:44Z,task2,1,25,8,sAmbOGvp,interval,non-master,0.625047,-0.4666666666666667
0,20,80,bonds,2021-03-18T01:26:24Z,task2,1,80,8,jjVRkJbo,hopsdist,non-master,0.896362,-0.4666666666666667
0,10,90,bonds,2021-03-18T01:42:52Z,task2,30,90,8,JSjHZMdQ,barchart,non-master,0.945692,0.5
0,0,100,bonds,2021-03-18T01:45:07Z,task2,30,100,8,zjbadj2T,interval,non-master,0.995022,0.5
0,75,25,stocks,2021-03-18T01:52:11Z,task2,30,75,8,n6Fb15Be,interval,non-master,0.8716969999999999,0.5
0,10,90,bonds,2021-03-18T01:58:45Z,task2,30,90,8,LiUSBIbs,hopsdist,non-master,0.945692,0.5
0,60,40,bonds,2021-03-18T02:13:57Z,task2,1,40,8,bfKHFfR8,hopsdist,non-master,0.6990419999999999,-0.4666666666666667
0,78,22,bonds,2021-03-18T02:12:49Z,task2,30,22,8,qw7Y3WE6,hopsdist,non-master,0.610248,0.5
0,50,50,stocks,2021-03-18T02:59:20Z,task2,1,50,8,X4DUFLzy,barchart,non-master,0.748372,-0.4666666666666667
0,100,0,bonds,2021-03-18T02:54:45Z,task2,1,0,8,ERf7L7VX,hopsdist,non-master,0.501722,-0.4666666666666667
0,90,10,stocks,2021-03-18T02:55:27Z,task2,1,90,8,5rThdkyC,interval,non-master,0.945692,-0.4666666666666667
0,80,20,stocks,2021-03-18T03:16:33Z,task2,30,80,8,sfqKoI60,table,non-master,0.896362,0.5
0,50,50,stocks,2021-03-18T03:23:10Z,task2,30,50,8,irBodiNR,density,non-master,0.748372,0.5
0,0,100,bonds,2021-03-18T03:10:53Z,task2,30,100,8,vY1JF5yT,barchart,non-master,0.995022,0.5
0,48,52,stocks,2021-03-18T03:19:28Z,task2,30,48,8,QA7eaZ58,interval,non-master,0.738506,0.5
0,0,100,bonds,2021-03-18T03:38:19Z,task2,30,100,8,5LdZf9d2,density,non-master,0.995022,0.5
0,10,90,bonds,2021-03-18T03:58:33Z,task2,30,90,8,bYY2jRXC,table,non-master,0.945692,0.5
0,15,85,stocks,2021-03-18T04:16:16Z,task2,30,15,8,6hYtvkUt,interval,non-master,0.575717,0.5
0,19,81,stocks,2021-03-18T04:15:46Z,task2,1,19,8,hFWAcYms,hops,non-master,0.595449,-0.4666666666666667
0,60,40,stocks,2021-03-18T04:25:51Z,task2,30,60,8,AzFffxWV,table,non-master,0.797702,0.5
0,6,94,bonds,2021-03-18T04:25:43Z,task2,1,94,8,CTij7KI0,density,non-master,0.9654240000000001,-0.4666666666666667
0,43,57,stocks,2021-03-18T04:39:29Z,task2,30,43,8,3Av6mKCU,table,non-master,0.713841,0.5
0,8,92,bonds,2021-03-18T04:41:37Z,task2,1,92,8,giqrEsxa,interval,non-master,0.955558,-0.4666666666666667
0,70,30,stocks,2021-03-18T05:04:30Z,task2,30,70,8,NoAbJ9SC,density,non-master,0.847032,0.5
0,4,96,stocks,2021-03-18T04:53:55Z,task2,30,4,8,YGmVXctb,hops,non-master,0.521454,0.5
0,95,5,stocks,2021-03-18T06:57:31Z,task2,30,95,8,YzzaZbQb,table,non-master,0.9703569999999999,0.5
0,20,80,bonds,2021-03-18T08:44:07Z,task2,1,80,8,1CxbYDi0,hopsdist,non-master,0.896362,-0.4666666666666667
0,0,100,bonds,2021-03-18T16:06:49Z,task2,1,100,8,VrORzmC3,density,non-master,0.995022,-0.4666666666666667
0,25,75,stocks,2021-03-18T16:13:20Z,task2,1,25,8,Ke6AO54Z,table,non-master,0.625047,-0.4666666666666667
0,61,39,bonds,2021-03-18T16:08:51Z,task2,1,39,8,pfuRg4QJ,barchart,non-master,0.694109,-0.4666666666666667
0,25,75,stocks,2021-03-18T16:12:43Z,task2,1,25,8,aR6ZAxSB,barchart,non-master,0.625047,-0.4666666666666667
0,100,0,stocks,2021-03-18T16:18:18Z,task2,30,100,8,FvkXyNfJ,point,non-master,0.995022,0.5
0,50,50,bonds,2021-03-18T16:16:09Z,task2,1,50,8,XWGQKCYK,table,non-master,0.748372,-0.4666666666666667
0,35,65,stocks,2021-03-18T16:28:42Z,task2,1,35,8,o0vmJ33w,table,non-master,0.674377,-0.4666666666666667
0,75,25,stocks,2021-03-18T16:23:53Z,task2,30,75,8,dn0ceftL,interval,non-master,0.8716969999999999,0.5
0,70,30,stocks,2021-03-18T16:26:06Z,task2,1,70,8,FlkpZA5D,interval,non-master,0.847032,-0.4666666666666667
0,0,100,bonds,2021-03-18T16:28:54Z,task2,30,100,8,BSl2bHCH,barchart,non-master,0.995022,0.5
0,0,100,bonds,2021-03-18T16:24:19Z,task2,1,100,8,diRsvrSp,point,non-master,0.995022,-0.4666666666666667
0,30,70,bonds,2021-03-18T16:25:49Z,task2,30,70,8,jWrAFb7o,density,non-master,0.847032,0.5
0,0,100,bonds,2021-03-18T16:30:34Z,task2,1,100,8,73pjFxSt,point,non-master,0.995022,-0.4666666666666667
0,60,40,stocks,2021-03-18T16:34:42Z,task2,30,60,8,nP3o6Xld,point,non-master,0.797702,0.5
0,60,40,bonds,2021-03-18T16:34:15Z,task2,30,40,8,ulloPKoy,density,non-master,0.6990419999999999,0.5
0,30,70,bonds,2021-03-18T16:46:54Z,task2,30,70,8,jmulOEyq,density,non-master,0.847032,0.5
0,0,100,bonds,2021-03-18T16:46:38Z,task2,30,100,8,L81uYnFP,point,non-master,0.995022,0.5
0,12,88,stocks,2021-03-18T16:49:40Z,task2,1,12,8,Ckqp0S6g,point,non-master,0.560918,-0.4666666666666667
0,80,20,stocks,2021-03-18T17:00:45Z,task2,1,80,8,Y1nt7yaG,table,non-master,0.896362,-0.4666666666666667
0,20,80,stocks,2021-03-18T17:01:19Z,task2,1,20,8,rk3wPfU9,hops,non-master,0.600382,-0.4666666666666667
0,25,75,stocks,2021-03-18T17:02:23Z,task2,30,25,8,zMH4npNY,interval,non-master,0.625047,0.5
0,4,96,bonds,2021-03-18T17:24:16Z,task2,30,96,8,RxaxieZl,table,non-master,0.97529,0.5
0,10,90,bonds,2021-03-18T17:15:08Z,task2,1,90,8,ZNgZUovw,table,non-master,0.945692,-0.4666666666666667
0,40,60,stocks,2021-03-18T17:17:28Z,task2,1,40,8,AxjtwqAS,hopsdist,non-master,0.6990419999999999,-0.4666666666666667
0,100,0,stocks,2021-03-18T17:44:26Z,task2,30,100,8,a0v0gmBS,dotplot,non-master,0.995022,0.5
0,100,0,bonds,2021-03-18T18:34:51Z,task2,1,0,8,n0Sc4wcz,dotplot,non-master,0.501722,-0.4666666666666667
0,40,60,bonds,2021-03-18T18:36:53Z,task2,30,60,8,L7SBxoYt,hops,non-master,0.797702,0.5
0,60,40,stocks,2021-03-18T18:42:25Z,task2,1,60,8,13ALfEli,point,non-master,0.797702,-0.4666666666666667
0,25,75,stocks,2021-03-18T18:43:00Z,task2,30,25,8,KJtTnWx0,dotplot,non-master,0.625047,0.5
0,20,80,stocks,2021-03-18T18:40:20Z,task2,1,20,8,Fk9KAr2Z,hopsdist,non-master,0.600382,-0.4666666666666667
0,20,80,bonds,2021-03-18T18:51:21Z,task2,30,80,8,HMvodXiB,interval,non-master,0.896362,0.5
0,0,100,stocks,2021-03-18T18:41:54Z,task2,1,0,8,rvf4nZOP,hops,non-master,0.501722,-0.4666666666666667
0,80,20,stocks,2021-03-18T18:46:34Z,task2,1,80,8,9guVNGGC,dotplot,non-master,0.896362,-0.4666666666666667
0,75,25,stocks,2021-03-18T18:47:01Z,task2,1,75,8,tvLQoi4G,barchart,non-master,0.8716969999999999,-0.4666666666666667
0,100,0,stocks,2021-03-18T18:46:00Z,task2,30,100,8,tQDYxZ81,hops,non-master,0.995022,0.5
0,100,0,bonds,2021-03-18T18:48:12Z,task2,1,0,8,ayPyXGjo,barchart,non-master,0.501722,-0.4666666666666667
0,20,80,bonds,2021-03-18T18:51:32Z,task2,1,80,8,yVncI91m,barchart,non-master,0.896362,-0.4666666666666667
0,50,50,stocks,2021-03-18T18:51:57Z,task2,1,50,8,3Vuu6iKT,dotplot,non-master,0.748372,-0.4666666666666667
0,60,40,stocks,2021-03-18T18:56:39Z,task2,30,60,8,UjjJWjHQ,barchart,non-master,0.797702,0.5
0,60,40,bonds,2021-03-18T18:59:35Z,task2,1,40,8,ERx33R94,point,non-master,0.6990419999999999,-0.4666666666666667
0,60,40,stocks,2021-03-18T18:55:45Z,task2,1,60,8,n2ToGPvU,dotplot,non-master,0.797702,-0.4666666666666667
0,100,0,stocks,2021-03-18T18:57:06Z,task2,30,100,8,pTQ62b0l,dotplot,non-master,0.995022,0.5
0,0,100,bonds,2021-03-18T19:08:20Z,task2,1,100,8,M2wTjbSE,point,non-master,0.995022,-0.4666666666666667
0,40,60,stocks,2021-03-18T19:08:15Z,task2,1,40,8,HJs83Q8g,interval,non-master,0.6990419999999999,-0.4666666666666667
0,60,40,stocks,2021-03-18T19:19:53Z,task2,1,60,8,8dTEvjO4,hopsdist,non-master,0.797702,-0.4666666666666667
0,0,100,bonds,2021-03-18T19:27:32Z,task2,30,100,8,KWDgbGm4,interval,non-master,0.995022,0.5
0,100,0,stocks,2021-03-18T19:30:32Z,task2,1,100,8,UJcVd2TG,hops,non-master,0.995022,-0.4666666666666667
0,90,10,stocks,2021-03-18T19:40:15Z,task2,30,90,8,ApM8otwl,hopsdist,non-master,0.945692,0.5
0,40,60,bonds,2021-03-18T19:54:44Z,task2,1,60,8,6AXFCdZ9,interval,non-master,0.797702,-0.4666666666666667
0,0,100,bonds,2021-03-18T19:52:04Z,task2,1,100,8,CWm8UHdR,point,non-master,0.995022,-0.4666666666666667
0,50,50,stocks,2021-03-18T19:53:30Z,task2,1,50,8,qEtWBV4q,dotplot,non-master,0.748372,-0.4666666666666667
0,2,98,bonds,2021-03-18T19:58:19Z,task2,1,98,8,990j0a1g,dotplot,non-master,0.9851559999999999,-0.4666666666666667
0,50,50,stocks,2021-03-18T19:59:44Z,task2,1,50,8,i1ThzWu9,barchart,non-master,0.748372,-0.4666666666666667
0,10,90,stocks,2021-03-18T19:56:10Z,task2,30,10,8,3HTa4C3w,dotplot,non-master,0.551052,0.5
0,10,90,stocks,2021-03-18T20:50:32Z,task2,30,10,8,f2gacKfC,point,non-master,0.551052,0.5
0,50,50,stocks,2021-03-18T21:41:29Z,task2,1,50,8,MDgpushP,hops,non-master,0.748372,-0.4666666666666667
0,75,25,stocks,2021-03-18T21:43:37Z,task2,30,75,8,g1VQzaaH,point,non-master,0.8716969999999999,0.5
0,40,60,stocks,2021-03-18T21:54:15Z,task2,1,40,8,I4DYQ30E,barchart,non-master,0.6990419999999999,-0.4666666666666667
0,0,100,bonds,2021-03-18T21:48:04Z,task2,30,100,8,7oAfixKC,density,non-master,0.995022,0.5
0,80,20,stocks,2021-03-18T21:53:43Z,task2,30,80,8,xDD5eppb,point,non-master,0.896362,0.5
0,25,75,bonds,2021-03-18T21:47:59Z,task2,30,75,8,8ObNrSLP,hops,non-master,0.8716969999999999,0.5
0,60,40,bonds,2021-03-18T22:01:32Z,task2,1,40,8,EQKY3iUK,hopsdist,non-master,0.6990419999999999,-0.4666666666666667
0,0,100,bonds,2021-03-18T22:15:20Z,task2,30,100,8,F9sXiaez,barchart,non-master,0.995022,0.5
0,25,75,bonds,2021-03-18T22:17:06Z,task2,30,75,8,WpvHJU0u,barchart,non-master,0.8716969999999999,0.5
0,100,0,stocks,2021-03-18T22:18:04Z,task2,1,100,8,7EoLeJB8,barchart,non-master,0.995022,-0.4666666666666667
0,31,69,bonds,2021-03-18T22:25:45Z,task2,30,69,8,N1Sd7DgS,barchart,non-master,0.8420989999999999,0.5
0,0,100,stocks,2021-03-18T22:38:57Z,task2,1,0,8,bvD5GSTE,hopsdist,non-master,0.501722,-0.4666666666666667
0,34,66,bonds,2021-03-18T22:55:05Z,task2,30,66,8,9ELOvUK7,barchart,non-master,0.8272999999999999,0.5
0,70,30,stocks,2021-03-18T22:58:33Z,task2,1,70,8,J68xlxT0,density,non-master,0.847032,-0.4666666666666667
0,70,30,bonds,2021-03-18T22:59:45Z,task2,1,30,8,6bPeDxK2,point,non-master,0.6497120000000001,-0.4666666666666667
1,30,70,bonds,2021-03-14T18:12:24Z,task2,30,70,9,bD48Dkqx,hops,master,0.847032,0.5
1,10,90,stocks,2021-03-14T18:50:54Z,task2,1,10,9,eQFXhCnI,hops,master,0.551052,-0.4666666666666667
1,70,30,stocks,2021-03-14T19:05:34Z,task2,30,70,9,HnGQuT00,point,master,0.847032,0.5
1,20,80,bonds,2021-03-14T18:54:23Z,task2,30,80,9,Ks0A1NpT,barchart,master,0.896362,0.5
1,10,90,bonds,2021-03-15T01:35:29Z,task2,1,90,9,M5LqR4zT,barchart,master,0.945692,-0.4666666666666667
1,50,50,bonds,2021-03-15T01:27:43Z,task2,30,50,9,3ndBz7Qo,table,master,0.748372,0.5
1,0,100,bonds,2021-03-15T01:25:47Z,task2,30,100,9,AWr1hgkv,hopsdist,master,0.995022,0.5
1,50,50,stocks,2021-03-15T01:30:57Z,task2,1,50,9,CdUu1H6o,interval,master,0.748372,-0.4666666666666667
1,9,91,stocks,2021-03-15T01:44:35Z,task2,30,9,9,zPh3til0,table,master,0.546119,0.5
1,99,1,bonds,2021-03-15T04:23:41Z,task2,1,1,9,qjKh7UVK,dotplot,master,0.506655,-0.4666666666666667
1,85,15,bonds,2021-03-15T04:15:40Z,task2,1,15,9,0kdSrEo1,hops,master,0.575717,-0.4666666666666667
1,5,95,stocks,2021-03-15T04:02:16Z,task2,1,5,9,NtGf92sF,hops,master,0.526387,-0.4666666666666667
1,20,80,stocks,2021-03-15T04:23:52Z,task2,1,20,9,s4Q3qpf8,density,master,0.600382,-0.4666666666666667
1,4,96,stocks,2021-03-15T04:24:35Z,task2,1,4,9,wcNpYsey,table,master,0.521454,-0.4666666666666667
1,30,70,stocks,2021-03-15T04:24:35Z,task2,1,30,9,jRfV99uU,interval,master,0.6497120000000001,-0.4666666666666667
1,7,93,stocks,2021-03-15T04:34:43Z,task2,30,7,9,vfzDKPXv,point,master,0.536253,0.5
1,20,80,bonds,2021-03-15T04:24:00Z,task2,1,80,9,kNKuLFG1,dotplot,master,0.896362,-0.4666666666666667
1,0,100,stocks,2021-03-15T04:21:38Z,task2,1,0,9,zmUvANDx,interval,master,0.501722,-0.4666666666666667
1,70,30,stocks,2021-03-15T04:23:42Z,task2,1,70,9,benynrvy,density,master,0.847032,-0.4666666666666667
1,40,60,bonds,2021-03-15T04:37:26Z,task2,1,60,9,ebn3H4dp,density,master,0.797702,-0.4666666666666667
1,10,90,bonds,2021-03-15T04:36:08Z,task2,30,90,9,9WnJN1l8,dotplot,master,0.945692,0.5
1,14,86,bonds,2021-03-15T04:40:21Z,task2,1,86,9,Ezv2ERqp,dotplot,master,0.92596,-0.4666666666666667
1,50,50,stocks,2021-03-15T05:36:57Z,task2,1,50,9,ybFQHjKq,density,master,0.748372,-0.4666666666666667
1,60,40,stocks,2021-03-15T06:16:10Z,task2,1,60,9,F5VIGNAk,hopsdist,master,0.797702,-0.4666666666666667
1,25,75,bonds,2021-03-15T23:11:08Z,task2,1,75,9,E59UVtDr,point,master,0.8716969999999999,-0.4666666666666667
