trial,allocationLeft,allocationRight,left,time,task,evalPeriod,stockAllocation,n_trial,usertoken,treatment,mturker,dv
0,65,35,stocks,2021-03-15T06:11:33Z,task1,30,65,1,F5VIGNAk,hopsdist,master,0.8223670000000001
0,25,75,bonds,2021-03-15T23:08:31Z,task1,30,75,1,E59UVtDr,point,master,0.8716969999999999
0,100,0,stocks,2021-03-15T09:49:47Z,task1,30,100,1,v2e8aGQ4,point,master,0.995022
0,15,85,bonds,2021-03-15T10:08:24Z,task1,30,85,1,YiuoCenX,table,master,0.921027
0,0,100,bonds,2021-03-15T11:58:06Z,task1,30,100,1,ZAoHkw0a,hops,master,0.995022
0,85,15,bonds,2021-03-15T13:25:54Z,task1,1,15,1,M45OaFvP,dotplot,master,0.575717
0,0,100,bonds,2021-03-15T13:29:20Z,task1,30,100,1,iqmer3KI,point,master,0.995022
0,18,82,stocks,2021-03-15T13:49:56Z,task1,30,18,1,T7HR6iyi,density,master,0.590516
0,100,0,stocks,2021-03-15T19:58:03Z,task1,1,100,1,rcY6S9oO,dotplot,master,0.995022
0,80,20,stocks,2021-03-15T20:05:02Z,task1,30,80,1,lNOCYGhO,dotplot,master,0.896362
0,20,80,bonds,2021-03-15T20:02:55Z,task1,30,80,1,140n4mbs,hops,master,0.896362
0,100,0,bonds,2021-03-15T20:37:05Z,task1,1,0,1,f5LKgqpQ,point,master,0.501722
0,100,0,stocks,2021-03-15T22:12:32Z,task1,30,100,1,DBQIKx8Z,table,master,0.995022
0,40,60,stocks,2021-03-16T04:41:20Z,task1,30,40,1,39ZWzf76,dotplot,master,0.6990419999999999
0,0,100,bonds,2021-03-16T04:55:31Z,task1,30,100,1,AR0XBZIP,interval,master,0.995022
0,100,0,stocks,2021-03-16T14:30:36Z,task1,30,100,1,fzvUmShi,point,master,0.995022
0,0,100,bonds,2021-03-16T18:56:02Z,task1,30,100,1,ISxZ2FH5,hops,master,0.995022
0,0,100,bonds,2021-03-16T19:18:28Z,task1,30,100,1,ixnlV8AS,table,non-master,0.995022
0,20,80,stocks,2021-03-17T12:58:02Z,task1,1,20,1,kcjVVfCK,table,non-master,0.600382
0,0,100,bonds,2021-03-17T12:58:07Z,task1,30,100,1,Es5ER1YT,dotplot,non-master,0.995022
0,85,15,stocks,2021-03-17T13:05:49Z,task1,1,85,1,6ZVU5hiB,barchart,non-master,0.921027
0,20,80,bonds,2021-03-17T13:30:41Z,task1,1,80,1,xCjrtzRP,density,non-master,0.896362
0,9,91,bonds,2021-03-17T14:33:13Z,task1,1,91,1,1C6DBLUa,hops,non-master,0.950625
0,30,70,bonds,2021-03-17T13:45:54Z,task1,30,70,1,7ucyRcab,hopsdist,non-master,0.847032
0,40,60,bonds,2021-03-17T13:54:49Z,task1,1,60,1,TF24R4Vr,point,non-master,0.797702
0,20,80,bonds,2021-03-17T14:26:31Z,task1,30,80,1,JRSkVids,hopsdist,non-master,0.896362
0,40,60,bonds,2021-03-17T14:41:50Z,task1,1,60,1,EACALwsH,barchart,non-master,0.797702
0,0,100,bonds,2021-03-17T15:22:23Z,task1,30,100,1,bijkrN4x,interval,non-master,0.995022
0,80,20,stocks,2021-03-17T16:24:26Z,task1,1,80,1,UhLgT1NF,hops,non-master,0.896362
0,90,10,bonds,2021-03-17T16:27:40Z,task1,1,10,1,HYZzEL2u,dotplot,non-master,0.551052
0,0,100,bonds,2021-03-17T16:27:07Z,task1,1,100,1,VdYpbJUh,dotplot,non-master,0.995022
0,100,0,stocks,2021-03-17T16:32:16Z,task1,30,100,1,sXf1t2TC,table,non-master,0.995022
0,97,3,stocks,2021-03-17T16:43:11Z,task1,30,97,1,a3sNCAlt,point,non-master,0.9802230000000001
0,86,14,stocks,2021-03-17T16:45:40Z,task1,1,86,1,WeLeVmdO,hops,non-master,0.92596
0,100,0,stocks,2021-03-17T16:38:34Z,task1,30,100,1,651zZLZY,dotplot,non-master,0.995022
0,0,100,stocks,2021-03-17T17:07:14Z,task1,1,0,1,tPX21tz0,barchart,non-master,0.501722
0,0,100,bonds,2021-03-17T17:07:37Z,task1,30,100,1,Wx6qtrFR,density,non-master,0.995022
0,80,20,bonds,2021-03-17T17:15:57Z,task1,30,20,1,xjaSiYlq,dotplot,non-master,0.600382
0,30,70,stocks,2021-03-17T17:22:26Z,task1,1,30,1,BdNwuYY3,dotplot,non-master,0.6497120000000001
0,100,0,stocks,2021-03-17T17:27:28Z,task1,30,100,1,gkKtpet7,table,non-master,0.995022
0,100,0,stocks,2021-03-17T17:31:24Z,task1,30,100,1,GbheV3mJ,density,non-master,0.995022
0,0,100,bonds,2021-03-17T17:30:01Z,task1,30,100,1,g88DapTc,hopsdist,non-master,0.995022
0,40,60,bonds,2021-03-17T17:37:46Z,task1,1,60,1,eMUmMQGE,point,non-master,0.797702
0,100,0,stocks,2021-03-17T17:51:25Z,task1,30,100,1,B2HV6UdE,density,non-master,0.995022
0,10,90,stocks,2021-03-17T17:58:01Z,task1,1,10,1,5WKDa2Ef,table,non-master,0.551052
0,80,20,bonds,2021-03-17T17:54:34Z,task1,1,20,1,nJAP5Ncc,barchart,non-master,0.600382
0,70,30,bonds,2021-03-17T17:58:43Z,task1,1,30,1,49IVMYWn,point,non-master,0.6497120000000001
0,10,90,stocks,2021-03-17T18:01:20Z,task1,1,10,1,IsnM1aVU,hops,non-master,0.551052
0,44,56,bonds,2021-03-17T20:58:04Z,task1,30,56,1,DxOS1qMI,table,non-master,0.77797
0,100,0,stocks,2021-03-17T20:53:05Z,task1,1,100,1,FV3btokM,point,non-master,0.995022
0,35,65,stocks,2021-03-17T20:53:47Z,task1,1,35,1,LxXewOKB,dotplot,non-master,0.674377
0,100,0,stocks,2021-03-17T20:55:32Z,task1,30,100,1,oUs9Mfce,dotplot,non-master,0.995022
0,100,0,stocks,2021-03-17T21:02:11Z,task1,30,100,1,f4xt2odB,point,non-master,0.995022
0,20,80,bonds,2021-03-17T21:00:16Z,task1,1,80,1,7VJnbhrH,hopsdist,non-master,0.896362
0,11,89,stocks,2021-03-17T20:56:38Z,task1,30,11,1,RGkwBCD7,hops,non-master,0.555985
0,10,90,bonds,2021-03-17T20:59:08Z,task1,30,90,1,xIEzpaRA,interval,non-master,0.945692
0,100,0,stocks,2021-03-17T21:06:59Z,task1,30,100,1,NYIo95xY,table,non-master,0.995022
0,10,90,stocks,2021-03-17T21:09:02Z,task1,1,10,1,GkcZEM1X,table,non-master,0.551052
0,0,100,stocks,2021-03-17T21:14:48Z,task1,1,0,1,qrOdbxJw,dotplot,non-master,0.501722
0,20,80,stocks,2021-03-17T21:37:09Z,task1,1,20,1,biD53yQS,dotplot,non-master,0.600382
0,0,100,bonds,2021-03-17T21:53:00Z,task1,30,100,1,FCqfkdPd,dotplot,non-master,0.995022
0,15,85,bonds,2021-03-17T21:53:11Z,task1,1,85,1,5DZhfrMX,interval,non-master,0.921027
0,30,70,bonds,2021-03-17T21:57:37Z,task1,30,70,1,TLjfV7aD,hopsdist,non-master,0.847032
0,66,34,stocks,2021-03-17T22:16:41Z,task1,1,66,1,CiXTsREp,density,non-master,0.8272999999999999
0,70,30,stocks,2021-03-17T22:23:08Z,task1,30,70,1,IhtyQEo6,density,non-master,0.847032
0,15,85,bonds,2021-03-17T22:47:18Z,task1,30,85,1,DONO5fOK,point,non-master,0.921027
0,100,0,stocks,2021-03-18T01:01:58Z,task1,30,100,1,wk2kZpQp,barchart,non-master,0.995022
0,0,100,stocks,2021-03-18T01:02:10Z,task1,1,0,1,2rMOynRc,interval,non-master,0.501722
0,100,0,stocks,2021-03-18T01:03:34Z,task1,30,100,1,RJ0yK39m,hopsdist,non-master,0.995022
0,32,68,bonds,2021-03-18T01:18:36Z,task1,1,68,1,aLzBpinz,barchart,non-master,0.837166
0,0,100,bonds,2021-03-18T01:15:28Z,task1,30,100,1,LvaztNSx,interval,non-master,0.995022
0,40,60,stocks,2021-03-18T01:12:17Z,task1,1,40,1,Rxuytkvq,barchart,non-master,0.6990419999999999
0,80,20,stocks,2021-03-18T01:16:20Z,task1,1,80,1,yTxbkwCa,interval,non-master,0.896362
0,1,99,bonds,2021-03-18T01:17:02Z,task1,30,99,1,3a63mASS,hopsdist,non-master,0.990089
0,40,60,bonds,2021-03-18T01:18:46Z,task1,1,60,1,hnADzc3k,hopsdist,non-master,0.797702
0,100,0,stocks,2021-03-18T01:19:49Z,task1,30,100,1,mxVQAeko,barchart,non-master,0.995022
0,88,12,stocks,2021-03-18T01:22:32Z,task1,1,88,1,azCvgawo,interval,non-master,0.935826
0,48,52,bonds,2021-03-18T01:34:01Z,task1,1,52,1,sAmbOGvp,interval,non-master,0.758238
0,30,70,bonds,2021-03-18T01:24:30Z,task1,1,70,1,jjVRkJbo,hopsdist,non-master,0.847032
0,80,20,stocks,2021-03-18T01:37:25Z,task1,30,80,1,JSjHZMdQ,barchart,non-master,0.896362
0,100,0,stocks,2021-03-18T01:41:24Z,task1,30,100,1,zjbadj2T,interval,non-master,0.995022
0,25,75,bonds,2021-03-18T01:49:48Z,task1,30,75,1,n6Fb15Be,interval,non-master,0.8716969999999999
0,90,10,stocks,2021-03-18T01:52:16Z,task1,30,90,1,LiUSBIbs,hopsdist,non-master,0.945692
0,10,90,stocks,2021-03-18T02:02:06Z,task1,1,10,1,bfKHFfR8,hopsdist,non-master,0.551052
0,70,30,stocks,2021-03-18T02:09:48Z,task1,30,70,1,qw7Y3WE6,hopsdist,non-master,0.847032
0,20,80,stocks,2021-03-18T02:54:08Z,task1,1,20,1,X4DUFLzy,barchart,non-master,0.600382
0,100,0,bonds,2021-03-18T02:52:46Z,task1,1,0,1,ERf7L7VX,hopsdist,non-master,0.501722
0,10,90,bonds,2021-03-18T02:52:25Z,task1,1,90,1,5rThdkyC,interval,non-master,0.945692
0,10,90,bonds,2021-03-18T03:06:13Z,task1,30,90,1,sfqKoI60,table,non-master,0.945692
0,64,36,stocks,2021-03-18T03:04:37Z,task1,30,64,1,irBodiNR,density,non-master,0.817434
0,100,0,stocks,2021-03-18T03:07:31Z,task1,30,100,1,vY1JF5yT,barchart,non-master,0.995022
0,50,50,stocks,2021-03-18T03:16:28Z,task1,30,50,1,QA7eaZ58,interval,non-master,0.748372
0,0,100,bonds,2021-03-18T03:33:40Z,task1,30,100,1,5LdZf9d2,density,non-master,0.995022
0,5,95,bonds,2021-03-18T03:55:00Z,task1,30,95,1,bYY2jRXC,table,non-master,0.9703569999999999
0,26,74,stocks,2021-03-18T04:09:42Z,task1,30,26,1,6hYtvkUt,interval,non-master,0.62998
0,45,55,bonds,2021-03-18T04:13:48Z,task1,1,55,1,hFWAcYms,hops,non-master,0.773037
0,90,10,stocks,2021-03-18T04:19:41Z,task1,30,90,1,AzFffxWV,table,non-master,0.945692
0,32,68,bonds,2021-03-18T04:21:44Z,task1,1,68,1,CTij7KI0,density,non-master,0.837166
0,10,90,bonds,2021-03-18T04:35:32Z,task1,30,90,1,3Av6mKCU,table,non-master,0.945692
0,52,48,stocks,2021-03-18T04:37:57Z,task1,1,52,1,giqrEsxa,interval,non-master,0.758238
0,100,0,stocks,2021-03-18T04:54:50Z,task1,30,100,1,NoAbJ9SC,density,non-master,0.995022
0,3,97,stocks,2021-03-18T04:49:58Z,task1,30,3,1,YGmVXctb,hops,non-master,0.516521
0,5,95,bonds,2021-03-18T06:51:18Z,task1,30,95,1,YzzaZbQb,table,non-master,0.9703569999999999
0,75,25,stocks,2021-03-18T08:38:44Z,task1,1,75,1,1CxbYDi0,hopsdist,non-master,0.8716969999999999
0,100,0,bonds,2021-03-18T16:03:49Z,task1,1,0,1,VrORzmC3,density,non-master,0.501722
0,40,60,stocks,2021-03-18T16:06:25Z,task1,1,40,1,Ke6AO54Z,table,non-master,0.6990419999999999
0,60,40,stocks,2021-03-18T16:06:09Z,task1,1,60,1,pfuRg4QJ,barchart,non-master,0.797702
0,75,25,bonds,2021-03-18T16:09:21Z,task1,1,25,1,aR6ZAxSB,barchart,non-master,0.625047
0,100,0,stocks,2021-03-18T16:10:50Z,task1,30,100,1,FvkXyNfJ,point,non-master,0.995022
0,100,0,bonds,2021-03-18T16:13:17Z,task1,1,0,1,XWGQKCYK,table,non-master,0.501722
0,78,22,stocks,2021-03-18T16:22:39Z,task1,1,78,1,o0vmJ33w,table,non-master,0.886496
0,0,100,bonds,2021-03-18T16:21:38Z,task1,30,100,1,dn0ceftL,interval,non-master,0.995022
0,30,70,stocks,2021-03-18T16:21:51Z,task1,1,30,1,FlkpZA5D,interval,non-master,0.6497120000000001
0,0,100,bonds,2021-03-18T16:26:23Z,task1,30,100,1,BSl2bHCH,barchart,non-master,0.995022
0,100,0,stocks,2021-03-18T16:22:29Z,task1,1,100,1,diRsvrSp,point,non-master,0.995022
0,100,0,stocks,2021-03-18T16:23:45Z,task1,30,100,1,jWrAFb7o,density,non-master,0.995022
0,100,0,stocks,2021-03-18T16:28:06Z,task1,1,100,1,73pjFxSt,point,non-master,0.995022
0,0,100,bonds,2021-03-18T16:31:13Z,task1,30,100,1,nP3o6Xld,point,non-master,0.995022
0,100,0,stocks,2021-03-18T16:32:32Z,task1,30,100,1,ulloPKoy,density,non-master,0.995022
0,80,20,stocks,2021-03-18T16:44:17Z,task1,30,80,1,jmulOEyq,density,non-master,0.896362
0,0,100,bonds,2021-03-18T16:44:06Z,task1,30,100,1,L81uYnFP,point,non-master,0.995022
0,32,68,bonds,2021-03-18T16:46:56Z,task1,1,68,1,Ckqp0S6g,point,non-master,0.837166
0,75,25,bonds,2021-03-18T16:53:13Z,task1,1,25,1,Y1nt7yaG,table,non-master,0.625047
0,60,40,stocks,2021-03-18T16:58:37Z,task1,1,60,1,rk3wPfU9,hops,non-master,0.797702
0,100,0,stocks,2021-03-18T16:59:34Z,task1,30,100,1,zMH4npNY,interval,non-master,0.995022
0,3,97,stocks,2021-03-18T17:18:28Z,task1,30,3,1,RxaxieZl,table,non-master,0.516521
0,10,90,stocks,2021-03-18T17:12:03Z,task1,1,10,1,ZNgZUovw,table,non-master,0.551052
0,40,60,bonds,2021-03-18T17:13:56Z,task1,1,60,1,AxjtwqAS,hopsdist,non-master,0.797702
0,0,100,bonds,2021-03-18T17:41:59Z,task1,30,100,1,a0v0gmBS,dotplot,non-master,0.995022
0,0,100,bonds,2021-03-18T18:33:08Z,task1,1,100,1,n0Sc4wcz,dotplot,non-master,0.995022
0,60,40,stocks,2021-03-18T18:34:36Z,task1,30,60,1,L7SBxoYt,hops,non-master,0.797702
0,40,60,bonds,2021-03-18T18:37:34Z,task1,1,60,1,13ALfEli,point,non-master,0.797702
0,20,80,bonds,2021-03-18T18:40:41Z,task1,30,80,1,KJtTnWx0,dotplot,non-master,0.896362
0,25,75,stocks,2021-03-18T18:37:46Z,task1,1,25,1,Fk9KAr2Z,hopsdist,non-master,0.625047
0,70,30,stocks,2021-03-18T18:47:21Z,task1,30,70,1,HMvodXiB,interval,non-master,0.847032
0,33,67,bonds,2021-03-18T18:38:17Z,task1,1,67,1,rvf4nZOP,hops,non-master,0.832233
0,70,30,stocks,2021-03-18T18:42:07Z,task1,1,70,1,9guVNGGC,dotplot,non-master,0.847032
0,10,90,bonds,2021-03-18T18:44:01Z,task1,1,90,1,tvLQoi4G,barchart,non-master,0.945692
0,100,0,stocks,2021-03-18T18:41:31Z,task1,30,100,1,tQDYxZ81,hops,non-master,0.995022
0,60,40,bonds,2021-03-18T18:43:16Z,task1,1,40,1,ayPyXGjo,barchart,non-master,0.6990419999999999
0,20,80,bonds,2021-03-18T18:49:05Z,task1,1,80,1,yVncI91m,barchart,non-master,0.896362
0,0,100,stocks,2021-03-18T18:48:21Z,task1,1,0,1,3Vuu6iKT,dotplot,non-master,0.501722
0,0,100,bonds,2021-03-18T18:52:00Z,task1,30,100,1,UjjJWjHQ,barchart,non-master,0.995022
0,40,60,stocks,2021-03-18T18:55:45Z,task1,1,40,1,ERx33R94,point,non-master,0.6990419999999999
0,40,60,bonds,2021-03-18T18:53:10Z,task1,1,60,1,n2ToGPvU,dotplot,non-master,0.797702
0,0,100,bonds,2021-03-18T18:55:04Z,task1,30,100,1,pTQ62b0l,dotplot,non-master,0.995022
0,20,80,bonds,2021-03-18T19:05:44Z,task1,1,80,1,M2wTjbSE,point,non-master,0.896362
0,80,20,stocks,2021-03-18T19:06:13Z,task1,1,80,1,HJs83Q8g,interval,non-master,0.896362
0,80,20,bonds,2021-03-18T19:16:10Z,task1,1,20,1,8dTEvjO4,hopsdist,non-master,0.600382
0,0,100,bonds,2021-03-18T19:23:22Z,task1,30,100,1,KWDgbGm4,interval,non-master,0.995022
0,0,100,bonds,2021-03-18T19:29:13Z,task1,1,100,1,UJcVd2TG,hops,non-master,0.995022
0,90,10,stocks,2021-03-18T19:35:28Z,task1,30,90,1,ApM8otwl,hopsdist,non-master,0.945692
0,60,40,stocks,2021-03-18T19:49:49Z,task1,1,60,1,6AXFCdZ9,interval,non-master,0.797702
0,0,100,bonds,2021-03-18T19:49:13Z,task1,1,100,1,CWm8UHdR,point,non-master,0.995022
0,50,50,stocks,2021-03-18T19:50:28Z,task1,1,50,1,qEtWBV4q,dotplot,non-master,0.748372
0,32,68,bonds,2021-03-18T19:52:53Z,task1,1,68,1,990j0a1g,dotplot,non-master,0.837166
0,20,80,stocks,2021-03-18T19:50:52Z,task1,1,20,1,i1ThzWu9,barchart,non-master,0.600382
0,18,82,stocks,2021-03-18T19:54:08Z,task1,30,18,1,3HTa4C3w,dotplot,non-master,0.590516
0,7,93,bonds,2021-03-18T20:49:35Z,task1,30,93,1,f2gacKfC,point,non-master,0.960491
0,100,0,stocks,2021-03-18T21:38:34Z,task1,1,100,1,MDgpushP,hops,non-master,0.995022
0,100,0,stocks,2021-03-18T21:40:15Z,task1,30,100,1,g1VQzaaH,point,non-master,0.995022
0,50,50,bonds,2021-03-18T21:47:46Z,task1,1,50,1,I4DYQ30E,barchart,non-master,0.748372
0,0,100,bonds,2021-03-18T21:44:22Z,task1,30,100,1,7oAfixKC,density,non-master,0.995022
0,35,65,bonds,2021-03-18T21:51:30Z,task1,30,65,1,xDD5eppb,point,non-master,0.8223670000000001
0,0,100,bonds,2021-03-18T21:45:58Z,task1,30,100,1,8ObNrSLP,hops,non-master,0.995022
0,40,60,bonds,2021-03-18T21:57:06Z,task1,1,60,1,EQKY3iUK,hopsdist,non-master,0.797702
0,0,100,bonds,2021-03-18T22:13:08Z,task1,30,100,1,F9sXiaez,barchart,non-master,0.995022
0,10,90,bonds,2021-03-18T22:14:22Z,task1,30,90,1,WpvHJU0u,barchart,non-master,0.945692
0,100,0,stocks,2021-03-18T22:16:34Z,task1,1,100,1,7EoLeJB8,barchart,non-master,0.995022
0,20,80,bonds,2021-03-18T22:23:09Z,task1,30,80,1,N1Sd7DgS,barchart,non-master,0.896362
0,100,0,bonds,2021-03-18T22:35:26Z,task1,1,0,1,bvD5GSTE,hopsdist,non-master,0.501722
0,10,90,bonds,2021-03-18T22:50:05Z,task1,30,90,1,9ELOvUK7,barchart,non-master,0.945692
0,50,50,stocks,2021-03-18T22:55:21Z,task1,1,50,1,J68xlxT0,density,non-master,0.748372
0,30,70,stocks,2021-03-18T22:57:34Z,task1,1,30,1,6bPeDxK2,point,non-master,0.6497120000000001
1,100,0,stocks,2021-03-14T18:10:28Z,task1,30,100,2,bD48Dkqx,hops,master,0.995022
1,71,29,bonds,2021-03-14T18:46:11Z,task1,1,29,2,eQFXhCnI,hops,master,0.644779
1,30,70,bonds,2021-03-14T19:00:09Z,task1,30,70,2,HnGQuT00,point,master,0.847032
1,0,100,bonds,2021-03-14T18:53:04Z,task1,30,100,2,Ks0A1NpT,barchart,master,0.995022
1,70,30,stocks,2021-03-15T01:31:55Z,task1,1,70,2,M5LqR4zT,barchart,master,0.847032
1,75,25,stocks,2021-03-15T01:21:26Z,task1,30,75,2,3ndBz7Qo,table,master,0.8716969999999999
1,100,0,stocks,2021-03-15T01:23:01Z,task1,30,100,2,AWr1hgkv,hopsdist,master,0.995022
1,0,100,bonds,2021-03-15T01:27:13Z,task1,1,100,2,CdUu1H6o,interval,master,0.995022
1,8,92,bonds,2021-03-15T01:39:18Z,task1,30,92,2,zPh3til0,table,master,0.955558
1,16,84,bonds,2021-03-15T04:19:07Z,task1,1,84,2,qjKh7UVK,dotplot,master,0.916094
1,30,70,stocks,2021-03-15T04:08:35Z,task1,1,30,2,0kdSrEo1,hops,master,0.6497120000000001
1,60,40,stocks,2021-03-15T03:59:36Z,task1,1,60,2,NtGf92sF,hops,master,0.797702
1,30,70,bonds,2021-03-15T04:18:40Z,task1,1,70,2,s4Q3qpf8,density,master,0.847032
1,16,84,stocks,2021-03-15T04:19:17Z,task1,1,16,2,wcNpYsey,table,master,0.58065
1,30,70,bonds,2021-03-15T04:18:39Z,task1,1,70,2,jRfV99uU,interval,master,0.847032
1,16,84,stocks,2021-03-15T04:19:14Z,task1,30,16,2,vfzDKPXv,point,master,0.58065
1,25,75,stocks,2021-03-15T04:19:51Z,task1,1,25,2,kNKuLFG1,dotplot,master,0.625047
1,100,0,bonds,2021-03-15T04:18:38Z,task1,1,0,2,zmUvANDx,interval,master,0.501722
1,50,50,bonds,2021-03-15T04:19:00Z,task1,1,50,2,benynrvy,density,master,0.748372
1,65,35,stocks,2021-03-15T04:31:46Z,task1,1,65,2,ebn3H4dp,density,master,0.8223670000000001
1,100,0,stocks,2021-03-15T04:31:46Z,task1,30,100,2,9WnJN1l8,dotplot,master,0.995022
1,12,88,stocks,2021-03-15T04:37:35Z,task1,1,12,2,Ezv2ERqp,dotplot,master,0.560918
1,40,60,bonds,2021-03-15T05:33:56Z,task1,1,60,2,ybFQHjKq,density,master,0.797702
1,75,25,stocks,2021-03-15T06:11:49Z,task1,1,75,2,F5VIGNAk,hopsdist,master,0.8716969999999999
1,25,75,stocks,2021-03-15T23:08:49Z,task1,1,25,2,E59UVtDr,point,master,0.625047
1,70,30,stocks,2021-03-15T09:50:02Z,task1,1,70,2,v2e8aGQ4,point,master,0.847032
1,80,20,stocks,2021-03-15T10:08:37Z,task1,1,80,2,YiuoCenX,table,master,0.896362
1,81,19,stocks,2021-03-15T11:58:19Z,task1,1,81,2,ZAoHkw0a,hops,master,0.901295
1,100,0,stocks,2021-03-15T13:26:04Z,task1,30,100,2,M45OaFvP,dotplot,master,0.995022
1,0,100,bonds,2021-03-15T13:29:37Z,task1,1,100,2,iqmer3KI,point,master,0.995022
1,52,48,stocks,2021-03-15T13:50:05Z,task1,1,52,2,T7HR6iyi,density,master,0.758238
1,0,100,bonds,2021-03-15T19:58:16Z,task1,30,100,2,rcY6S9oO,dotplot,master,0.995022
1,85,15,bonds,2021-03-15T20:05:14Z,task1,1,15,2,lNOCYGhO,dotplot,master,0.575717
1,10,90,stocks,2021-03-15T20:03:02Z,task1,1,10,2,140n4mbs,hops,master,0.551052
1,0,100,bonds,2021-03-15T20:37:23Z,task1,30,100,2,f5LKgqpQ,point,master,0.995022
1,25,75,stocks,2021-03-15T22:12:45Z,task1,1,25,2,DBQIKx8Z,table,master,0.625047
1,55,45,bonds,2021-03-16T04:41:26Z,task1,1,45,2,39ZWzf76,dotplot,master,0.723707
1,25,75,stocks,2021-03-16T04:55:41Z,task1,1,25,2,AR0XBZIP,interval,master,0.625047
1,0,100,stocks,2021-03-16T14:30:55Z,task1,1,0,2,fzvUmShi,point,master,0.501722
1,70,30,bonds,2021-03-16T18:56:15Z,task1,1,30,2,ISxZ2FH5,hops,master,0.6497120000000001
1,80,20,stocks,2021-03-16T19:18:41Z,task1,1,80,2,ixnlV8AS,table,non-master,0.896362
1,10,90,bonds,2021-03-17T12:58:35Z,task1,30,90,2,kcjVVfCK,table,non-master,0.945692
1,50,50,bonds,2021-03-17T12:58:18Z,task1,1,50,2,Es5ER1YT,dotplot,non-master,0.748372
1,100,0,stocks,2021-03-17T13:05:56Z,task1,30,100,2,6ZVU5hiB,barchart,non-master,0.995022
1,7,93,bonds,2021-03-17T13:30:52Z,task1,30,93,2,xCjrtzRP,density,non-master,0.960491
1,8,92,stocks,2021-03-17T14:33:22Z,task1,30,8,2,1C6DBLUa,hops,non-master,0.541186
1,60,40,stocks,2021-03-17T13:46:06Z,task1,1,60,2,7ucyRcab,hopsdist,non-master,0.797702
1,60,40,stocks,2021-03-17T13:55:10Z,task1,30,60,2,TF24R4Vr,point,non-master,0.797702
1,85,15,stocks,2021-03-17T14:26:44Z,task1,1,85,2,JRSkVids,hopsdist,non-master,0.921027
1,10,90,bonds,2021-03-17T14:42:03Z,task1,30,90,2,EACALwsH,barchart,non-master,0.945692
1,40,60,bonds,2021-03-17T15:22:33Z,task1,1,60,2,bijkrN4x,interval,non-master,0.797702
1,100,0,stocks,2021-03-17T16:24:35Z,task1,30,100,2,UhLgT1NF,hops,non-master,0.995022
1,65,35,bonds,2021-03-17T16:27:58Z,task1,30,35,2,HYZzEL2u,dotplot,non-master,0.674377
1,0,100,bonds,2021-03-17T16:27:16Z,task1,30,100,2,VdYpbJUh,dotplot,non-master,0.995022
1,100,0,stocks,2021-03-17T16:32:34Z,task1,1,100,2,sXf1t2TC,table,non-master,0.995022
1,80,20,stocks,2021-03-17T16:44:38Z,task1,1,80,2,a3sNCAlt,point,non-master,0.896362
