trial,allocationLeft,allocationRight,left,time,task,evalPeriod,stockAllocation,n_trial,usertoken,treatment
0,15,85,bonds,2021-03-17T21:53:11Z,task1,1,85,1,5DZhfrMX,interval
0,30,70,bonds,2021-03-17T21:57:37Z,task1,30,70,1,TLjfV7aD,hopsdist
0,66,34,stocks,2021-03-17T22:16:41Z,task1,1,66,1,CiXTsREp,density
0,70,30,stocks,2021-03-17T22:23:08Z,task1,30,70,1,IhtyQEo6,density
0,15,85,bonds,2021-03-17T22:47:18Z,task1,30,85,1,DONO5fOK,point
0,100,0,stocks,2021-03-18T01:01:58Z,task1,30,100,1,wk2kZpQp,barchart
0,0,100,stocks,2021-03-18T01:02:10Z,task1,1,0,1,2rMOynRc,interval
0,100,0,stocks,2021-03-18T01:03:34Z,task1,30,100,1,RJ0yK39m,hopsdist
0,32,68,bonds,2021-03-18T01:18:36Z,task1,1,68,1,aLzBpinz,barchart
0,0,100,bonds,2021-03-18T01:15:28Z,task1,30,100,1,LvaztNSx,interval
0,40,60,stocks,2021-03-18T01:12:17Z,task1,1,40,1,Rxuytkvq,barchart
0,80,20,stocks,2021-03-18T01:16:20Z,task1,1,80,1,yTxbkwCa,interval
0,1,99,bonds,2021-03-18T01:17:02Z,task1,30,99,1,3a63mASS,hopsdist
0,40,60,bonds,2021-03-18T01:18:46Z,task1,1,60,1,hnADzc3k,hopsdist
0,100,0,stocks,2021-03-18T01:19:49Z,task1,30,100,1,mxVQAeko,barchart
0,88,12,stocks,2021-03-18T01:22:32Z,task1,1,88,1,azCvgawo,interval
0,48,52,bonds,2021-03-18T01:34:01Z,task1,1,52,1,sAmbOGvp,interval
0,30,70,bonds,2021-03-18T01:24:30Z,task1,1,70,1,jjVRkJbo,hopsdist
0,80,20,stocks,2021-03-18T01:37:25Z,task1,30,80,1,JSjHZMdQ,barchart
0,100,0,stocks,2021-03-18T01:41:24Z,task1,30,100,1,zjbadj2T,interval
0,25,75,bonds,2021-03-18T01:49:48Z,task1,30,75,1,n6Fb15Be,interval
0,90,10,stocks,2021-03-18T01:52:16Z,task1,30,90,1,LiUSBIbs,hopsdist
0,10,90,stocks,2021-03-18T02:02:06Z,task1,1,10,1,bfKHFfR8,hopsdist
0,70,30,stocks,2021-03-18T02:09:48Z,task1,30,70,1,qw7Y3WE6,hopsdist
0,20,80,stocks,2021-03-18T02:54:08Z,task1,1,20,1,X4DUFLzy,barchart
0,100,0,bonds,2021-03-18T02:52:46Z,task1,1,0,1,ERf7L7VX,hopsdist
0,10,90,bonds,2021-03-18T02:52:25Z,task1,1,90,1,5rThdkyC,interval
0,10,90,bonds,2021-03-18T03:06:13Z,task1,30,90,1,sfqKoI60,table
0,64,36,stocks,2021-03-18T03:04:37Z,task1,30,64,1,irBodiNR,density
0,100,0,stocks,2021-03-18T03:07:31Z,task1,30,100,1,vY1JF5yT,barchart
0,50,50,stocks,2021-03-18T03:16:28Z,task1,30,50,1,QA7eaZ58,interval
0,0,100,bonds,2021-03-18T03:33:40Z,task1,30,100,1,5LdZf9d2,density
0,5,95,bonds,2021-03-18T03:55:00Z,task1,30,95,1,bYY2jRXC,table
0,26,74,stocks,2021-03-18T04:09:42Z,task1,30,26,1,6hYtvkUt,interval
0,45,55,bonds,2021-03-18T04:13:48Z,task1,1,55,1,hFWAcYms,hops
0,90,10,stocks,2021-03-18T04:19:41Z,task1,30,90,1,AzFffxWV,table
0,32,68,bonds,2021-03-18T04:21:44Z,task1,1,68,1,CTij7KI0,density
0,10,90,bonds,2021-03-18T04:35:32Z,task1,30,90,1,3Av6mKCU,table
0,52,48,stocks,2021-03-18T04:37:57Z,task1,1,52,1,giqrEsxa,interval
0,100,0,stocks,2021-03-18T04:54:50Z,task1,30,100,1,NoAbJ9SC,density
0,3,97,stocks,2021-03-18T04:49:58Z,task1,30,3,1,YGmVXctb,hops
0,5,95,bonds,2021-03-18T06:51:18Z,task1,30,95,1,YzzaZbQb,table
0,75,25,stocks,2021-03-18T08:38:44Z,task1,1,75,1,1CxbYDi0,hopsdist
0,100,0,bonds,2021-03-18T16:03:49Z,task1,1,0,1,VrORzmC3,density
0,40,60,stocks,2021-03-18T16:06:25Z,task1,1,40,1,Ke6AO54Z,table
0,60,40,stocks,2021-03-18T16:06:09Z,task1,1,60,1,pfuRg4QJ,barchart
0,75,25,bonds,2021-03-18T16:09:21Z,task1,1,25,1,aR6ZAxSB,barchart
0,100,0,stocks,2021-03-18T16:10:50Z,task1,30,100,1,FvkXyNfJ,point
0,100,0,bonds,2021-03-18T16:13:17Z,task1,1,0,1,XWGQKCYK,table
0,78,22,stocks,2021-03-18T16:22:39Z,task1,1,78,1,o0vmJ33w,table
0,0,100,bonds,2021-03-18T16:21:38Z,task1,30,100,1,dn0ceftL,interval
0,30,70,stocks,2021-03-18T16:21:51Z,task1,1,30,1,FlkpZA5D,interval
0,0,100,bonds,2021-03-18T16:26:23Z,task1,30,100,1,BSl2bHCH,barchart
0,100,0,stocks,2021-03-18T16:22:29Z,task1,1,100,1,diRsvrSp,point
0,100,0,stocks,2021-03-18T16:23:45Z,task1,30,100,1,jWrAFb7o,density
0,100,0,stocks,2021-03-18T16:28:06Z,task1,1,100,1,73pjFxSt,point
0,0,100,bonds,2021-03-18T16:31:13Z,task1,30,100,1,nP3o6Xld,point
0,100,0,stocks,2021-03-18T16:32:32Z,task1,30,100,1,ulloPKoy,density
0,80,20,stocks,2021-03-18T16:44:17Z,task1,30,80,1,jmulOEyq,density
0,0,100,bonds,2021-03-18T16:44:06Z,task1,30,100,1,L81uYnFP,point
0,32,68,bonds,2021-03-18T16:46:56Z,task1,1,68,1,Ckqp0S6g,point
0,75,25,bonds,2021-03-18T16:53:13Z,task1,1,25,1,Y1nt7yaG,table
0,60,40,stocks,2021-03-18T16:58:37Z,task1,1,60,1,rk3wPfU9,hops
0,100,0,stocks,2021-03-18T16:59:34Z,task1,30,100,1,zMH4npNY,interval
0,3,97,stocks,2021-03-18T17:18:28Z,task1,30,3,1,RxaxieZl,table
0,10,90,stocks,2021-03-18T17:12:03Z,task1,1,10,1,ZNgZUovw,table
0,40,60,bonds,2021-03-18T17:13:56Z,task1,1,60,1,AxjtwqAS,hopsdist
0,0,100,bonds,2021-03-18T17:41:59Z,task1,30,100,1,a0v0gmBS,dotplot
0,0,100,bonds,2021-03-18T18:33:08Z,task1,1,100,1,n0Sc4wcz,dotplot
0,60,40,stocks,2021-03-18T18:34:36Z,task1,30,60,1,L7SBxoYt,hops
0,40,60,bonds,2021-03-18T18:37:34Z,task1,1,60,1,13ALfEli,point
0,20,80,bonds,2021-03-18T18:40:41Z,task1,30,80,1,KJtTnWx0,dotplot
0,25,75,stocks,2021-03-18T18:37:46Z,task1,1,25,1,Fk9KAr2Z,hopsdist
0,70,30,stocks,2021-03-18T18:47:21Z,task1,30,70,1,HMvodXiB,interval
0,33,67,bonds,2021-03-18T18:38:17Z,task1,1,67,1,rvf4nZOP,hops
0,70,30,stocks,2021-03-18T18:42:07Z,task1,1,70,1,9guVNGGC,dotplot
0,10,90,bonds,2021-03-18T18:44:01Z,task1,1,90,1,tvLQoi4G,barchart
0,100,0,stocks,2021-03-18T18:41:31Z,task1,30,100,1,tQDYxZ81,hops
0,60,40,bonds,2021-03-18T18:43:16Z,task1,1,40,1,ayPyXGjo,barchart
0,20,80,bonds,2021-03-18T18:49:05Z,task1,1,80,1,yVncI91m,barchart
0,0,100,stocks,2021-03-18T18:48:21Z,task1,1,0,1,3Vuu6iKT,dotplot
0,0,100,bonds,2021-03-18T18:52:00Z,task1,30,100,1,UjjJWjHQ,barchart
0,40,60,stocks,2021-03-18T18:55:45Z,task1,1,40,1,ERx33R94,point
0,40,60,bonds,2021-03-18T18:53:10Z,task1,1,60,1,n2ToGPvU,dotplot
0,0,100,bonds,2021-03-18T18:55:04Z,task1,30,100,1,pTQ62b0l,dotplot
0,20,80,bonds,2021-03-18T19:05:44Z,task1,1,80,1,M2wTjbSE,point
0,80,20,stocks,2021-03-18T19:06:13Z,task1,1,80,1,HJs83Q8g,interval
0,80,20,bonds,2021-03-18T19:16:10Z,task1,1,20,1,8dTEvjO4,hopsdist
0,0,100,bonds,2021-03-18T19:23:22Z,task1,30,100,1,KWDgbGm4,interval
0,0,100,bonds,2021-03-18T19:29:13Z,task1,1,100,1,UJcVd2TG,hops
0,90,10,stocks,2021-03-18T19:35:28Z,task1,30,90,1,ApM8otwl,hopsdist
0,60,40,stocks,2021-03-18T19:49:49Z,task1,1,60,1,6AXFCdZ9,interval
0,0,100,bonds,2021-03-18T19:49:13Z,task1,1,100,1,CWm8UHdR,point
0,50,50,stocks,2021-03-18T19:50:28Z,task1,1,50,1,qEtWBV4q,dotplot
0,32,68,bonds,2021-03-18T19:52:53Z,task1,1,68,1,990j0a1g,dotplot
0,20,80,stocks,2021-03-18T19:50:52Z,task1,1,20,1,i1ThzWu9,barchart
0,18,82,stocks,2021-03-18T19:54:08Z,task1,30,18,1,3HTa4C3w,dotplot
0,7,93,bonds,2021-03-18T20:49:35Z,task1,30,93,1,f2gacKfC,point
0,100,0,stocks,2021-03-18T21:38:34Z,task1,1,100,1,MDgpushP,hops
0,100,0,stocks,2021-03-18T21:40:15Z,task1,30,100,1,g1VQzaaH,point
0,50,50,bonds,2021-03-18T21:47:46Z,task1,1,50,1,I4DYQ30E,barchart
0,0,100,bonds,2021-03-18T21:44:22Z,task1,30,100,1,7oAfixKC,density
0,35,65,bonds,2021-03-18T21:51:30Z,task1,30,65,1,xDD5eppb,point
0,0,100,bonds,2021-03-18T21:45:58Z,task1,30,100,1,8ObNrSLP,hops
0,40,60,bonds,2021-03-18T21:57:06Z,task1,1,60,1,EQKY3iUK,hopsdist
0,0,100,bonds,2021-03-18T22:13:08Z,task1,30,100,1,F9sXiaez,barchart
0,10,90,bonds,2021-03-18T22:14:22Z,task1,30,90,1,WpvHJU0u,barchart
0,100,0,stocks,2021-03-18T22:16:34Z,task1,1,100,1,7EoLeJB8,barchart
0,20,80,bonds,2021-03-18T22:23:09Z,task1,30,80,1,N1Sd7DgS,barchart
0,100,0,bonds,2021-03-18T22:35:26Z,task1,1,0,1,bvD5GSTE,hopsdist
0,10,90,bonds,2021-03-18T22:50:05Z,task1,30,90,1,9ELOvUK7,barchart
0,50,50,stocks,2021-03-18T22:55:21Z,task1,1,50,1,J68xlxT0,density
0,30,70,stocks,2021-03-18T22:57:34Z,task1,1,30,1,6bPeDxK2,point
1,100,0,stocks,2021-03-14T18:10:28Z,task1,30,100,2,bD48Dkqx,hops
1,71,29,bonds,2021-03-14T18:46:11Z,task1,1,29,2,eQFXhCnI,hops
1,30,70,bonds,2021-03-14T19:00:09Z,task1,30,70,2,HnGQuT00,point
1,0,100,bonds,2021-03-14T18:53:04Z,task1,30,100,2,Ks0A1NpT,barchart
1,70,30,stocks,2021-03-15T01:31:55Z,task1,1,70,2,M5LqR4zT,barchart
1,75,25,stocks,2021-03-15T01:21:26Z,task1,30,75,2,3ndBz7Qo,table
1,100,0,stocks,2021-03-15T01:23:01Z,task1,30,100,2,AWr1hgkv,hopsdist
1,0,100,bonds,2021-03-15T01:27:13Z,task1,1,100,2,CdUu1H6o,interval
1,8,92,bonds,2021-03-15T01:39:18Z,task1,30,92,2,zPh3til0,table
1,16,84,bonds,2021-03-15T04:19:07Z,task1,1,84,2,qjKh7UVK,dotplot
1,30,70,stocks,2021-03-15T04:08:35Z,task1,1,30,2,0kdSrEo1,hops
1,60,40,stocks,2021-03-15T03:59:36Z,task1,1,60,2,NtGf92sF,hops
1,30,70,bonds,2021-03-15T04:18:40Z,task1,1,70,2,s4Q3qpf8,density
1,16,84,stocks,2021-03-15T04:19:17Z,task1,1,16,2,wcNpYsey,table
1,30,70,bonds,2021-03-15T04:18:39Z,task1,1,70,2,jRfV99uU,interval
1,16,84,stocks,2021-03-15T04:19:14Z,task1,30,16,2,vfzDKPXv,point
1,25,75,stocks,2021-03-15T04:19:51Z,task1,1,25,2,kNKuLFG1,dotplot
1,100,0,bonds,2021-03-15T04:18:38Z,task1,1,0,2,zmUvANDx,interval
1,50,50,bonds,2021-03-15T04:19:00Z,task1,1,50,2,benynrvy,density
1,65,35,stocks,2021-03-15T04:31:46Z,task1,1,65,2,ebn3H4dp,density
1,100,0,stocks,2021-03-15T04:31:46Z,task1,30,100,2,9WnJN1l8,dotplot
1,12,88,stocks,2021-03-15T04:37:35Z,task1,1,12,2,Ezv2ERqp,dotplot
1,40,60,bonds,2021-03-15T05:33:56Z,task1,1,60,2,ybFQHjKq,density
1,75,25,stocks,2021-03-15T06:11:49Z,task1,1,75,2,F5VIGNAk,hopsdist
1,25,75,stocks,2021-03-15T23:08:49Z,task1,1,25,2,E59UVtDr,point
1,70,30,stocks,2021-03-15T09:50:02Z,task1,1,70,2,v2e8aGQ4,point
1,80,20,stocks,2021-03-15T10:08:37Z,task1,1,80,2,YiuoCenX,table
1,81,19,stocks,2021-03-15T11:58:19Z,task1,1,81,2,ZAoHkw0a,hops
1,100,0,stocks,2021-03-15T13:26:04Z,task1,30,100,2,M45OaFvP,dotplot
1,0,100,bonds,2021-03-15T13:29:37Z,task1,1,100,2,iqmer3KI,point
1,52,48,stocks,2021-03-15T13:50:05Z,task1,1,52,2,T7HR6iyi,density
1,0,100,bonds,2021-03-15T19:58:16Z,task1,30,100,2,rcY6S9oO,dotplot
1,85,15,bonds,2021-03-15T20:05:14Z,task1,1,15,2,lNOCYGhO,dotplot
1,10,90,stocks,2021-03-15T20:03:02Z,task1,1,10,2,140n4mbs,hops
1,0,100,bonds,2021-03-15T20:37:23Z,task1,30,100,2,f5LKgqpQ,point
1,25,75,stocks,2021-03-15T22:12:45Z,task1,1,25,2,DBQIKx8Z,table
1,55,45,bonds,2021-03-16T04:41:26Z,task1,1,45,2,39ZWzf76,dotplot
1,25,75,stocks,2021-03-16T04:55:41Z,task1,1,25,2,AR0XBZIP,interval
1,0,100,stocks,2021-03-16T14:30:55Z,task1,1,0,2,fzvUmShi,point
1,70,30,bonds,2021-03-16T18:56:15Z,task1,1,30,2,ISxZ2FH5,hops
1,80,20,stocks,2021-03-16T19:18:41Z,task1,1,80,2,ixnlV8AS,table
1,10,90,bonds,2021-03-17T12:58:35Z,task1,30,90,2,kcjVVfCK,table
1,50,50,bonds,2021-03-17T12:58:18Z,task1,1,50,2,Es5ER1YT,dotplot
1,100,0,stocks,2021-03-17T13:05:56Z,task1,30,100,2,6ZVU5hiB,barchart
1,7,93,bonds,2021-03-17T13:30:52Z,task1,30,93,2,xCjrtzRP,density
1,8,92,stocks,2021-03-17T14:33:22Z,task1,30,8,2,1C6DBLUa,hops
1,60,40,stocks,2021-03-17T13:46:06Z,task1,1,60,2,7ucyRcab,hopsdist
1,60,40,stocks,2021-03-17T13:55:10Z,task1,30,60,2,TF24R4Vr,point
1,85,15,stocks,2021-03-17T14:26:44Z,task1,1,85,2,JRSkVids,hopsdist
1,10,90,bonds,2021-03-17T14:42:03Z,task1,30,90,2,EACALwsH,barchart
1,40,60,bonds,2021-03-17T15:22:33Z,task1,1,60,2,bijkrN4x,interval
1,100,0,stocks,2021-03-17T16:26:27Z,task1,30,100,2,yesT399G,density
1,100,0,stocks,2021-03-17T16:24:35Z,task1,30,100,2,UhLgT1NF,hops
1,65,35,bonds,2021-03-17T16:27:58Z,task1,30,35,2,HYZzEL2u,dotplot
1,0,100,bonds,2021-03-17T16:27:16Z,task1,30,100,2,VdYpbJUh,dotplot
1,100,0,stocks,2021-03-17T16:32:34Z,task1,1,100,2,sXf1t2TC,table
1,80,20,stocks,2021-03-17T16:44:38Z,task1,1,80,2,a3sNCAlt,point
1,65,35,stocks,2021-03-17T16:45:48Z,task1,30,65,2,WeLeVmdO,hops
1,80,20,bonds,2021-03-17T16:38:48Z,task1,1,20,2,651zZLZY,dotplot
1,75,25,stocks,2021-03-17T17:07:38Z,task1,30,75,2,tPX21tz0,barchart
1,100,0,stocks,2021-03-17T17:08:08Z,task1,1,100,2,Wx6qtrFR,density
1,40,60,stocks,2021-03-17T17:16:37Z,task1,1,40,2,xjaSiYlq,dotplot
1,100,0,stocks,2021-03-17T17:22:37Z,task1,30,100,2,BdNwuYY3,dotplot
1,80,20,bonds,2021-03-17T17:27:47Z,task1,1,20,2,gkKtpet7,table
1,10,90,stocks,2021-03-17T17:31:48Z,task1,1,10,2,GbheV3mJ,density
1,90,10,stocks,2021-03-17T17:30:08Z,task1,1,90,2,g88DapTc,hopsdist
1,100,0,stocks,2021-03-17T17:37:54Z,task1,30,100,2,eMUmMQGE,point
1,25,75,bonds,2021-03-17T17:51:52Z,task1,1,75,2,B2HV6UdE,density
1,0,100,bonds,2021-03-17T17:58:17Z,task1,30,100,2,5WKDa2Ef,table
1,30,70,bonds,2021-03-17T17:54:51Z,task1,30,70,2,nJAP5Ncc,barchart
1,100,0,stocks,2021-03-17T17:59:02Z,task1,30,100,2,49IVMYWn,point
1,0,100,bonds,2021-03-17T18:01:36Z,task1,30,100,2,IsnM1aVU,hops
1,60,40,bonds,2021-03-17T20:58:16Z,task1,1,40,2,DxOS1qMI,table
1,0,100,bonds,2021-03-17T20:53:22Z,task1,30,100,2,FV3btokM,point
1,75,25,stocks,2021-03-17T20:54:00Z,task1,30,75,2,LxXewOKB,dotplot
1,30,70,bonds,2021-03-17T20:55:59Z,task1,1,70,2,oUs9Mfce,dotplot
1,60,40,bonds,2021-03-17T21:02:32Z,task1,1,40,2,f4xt2odB,point
1,20,80,bonds,2021-03-17T21:00:26Z,task1,30,80,2,7VJnbhrH,hopsdist
1,13,87,bonds,2021-03-17T20:56:45Z,task1,1,87,2,RGkwBCD7,hops
1,40,60,bonds,2021-03-17T20:59:35Z,task1,1,60,2,xIEzpaRA,interval
1,0,100,bonds,2021-03-17T21:07:07Z,task1,1,100,2,NYIo95xY,table
1,10,90,bonds,2021-03-17T21:09:22Z,task1,30,90,2,GkcZEM1X,table
1,0,100,bonds,2021-03-17T21:15:01Z,task1,30,100,2,qrOdbxJw,dotplot
1,100,0,stocks,2021-03-17T21:37:27Z,task1,30,100,2,biD53yQS,dotplot
1,100,0,bonds,2021-03-17T21:53:16Z,task1,1,0,2,FCqfkdPd,dotplot
1,0,100,bonds,2021-03-17T21:53:22Z,task1,30,100,2,5DZhfrMX,interval
1,40,60,stocks,2021-03-17T21:57:52Z,task1,1,40,2,TLjfV7aD,hopsdist
1,32,68,stocks,2021-03-17T22:16:51Z,task1,30,32,2,CiXTsREp,density
1,80,20,stocks,2021-03-17T22:23:19Z,task1,1,80,2,IhtyQEo6,density
1,70,30,bonds,2021-03-17T22:47:51Z,task1,1,30,2,DONO5fOK,point
1,20,80,bonds,2021-03-18T01:02:06Z,task1,1,80,2,wk2kZpQp,barchart
1,0,100,bonds,2021-03-18T01:02:25Z,task1,30,100,2,2rMOynRc,interval
1,25,75,bonds,2021-03-18T01:04:13Z,task1,1,75,2,RJ0yK39m,hopsdist
1,32,68,bonds,2021-03-18T01:18:37Z,task1,30,68,2,aLzBpinz,barchart
1,0,100,stocks,2021-03-18T01:16:15Z,task1,1,0,2,LvaztNSx,interval
1,10,90,bonds,2021-03-18T01:12:27Z,task1,30,90,2,Rxuytkvq,barchart
1,90,10,stocks,2021-03-18T01:16:29Z,task1,30,90,2,yTxbkwCa,interval
1,80,20,stocks,2021-03-18T01:17:23Z,task1,1,80,2,3a63mASS,hopsdist
1,95,5,stocks,2021-03-18T01:18:57Z,task1,30,95,2,hnADzc3k,hopsdist
1,40,60,bonds,2021-03-18T01:20:29Z,task1,1,60,2,mxVQAeko,barchart
1,90,10,stocks,2021-03-18T01:23:03Z,task1,30,90,2,azCvgawo,interval
1,5,95,bonds,2021-03-18T01:34:13Z,task1,30,95,2,sAmbOGvp,interval
1,22,78,bonds,2021-03-18T01:24:37Z,task1,30,78,2,jjVRkJbo,hopsdist
